year,confID,playoff,firstRound,semis,finals,o_fta,o_3pm,o_oreb,o_asts,o_stl,o_to,o_blk,d_3pa,d_oreb,d_dreb,d_asts,d_stl,d_to,d_blk,attend,tmID,W_post,L_post,num_seasons,height,weight,stint,GP,threeAttempted,dq,PostoRebounds,PostBlocks,PostthreeAttempted,PostDQ,FG%,FT%,Avg_Assists_Per_Game,Avg_Blocks_Per_Game,Avg_Steals_Per_Game,Points_Ratio,POSITION_METRIC
4,1,1,0.0,,,624,180,361,580,242,558,101,446,337,652,528,271,471,126,120253,MIN,1.0,2.0,5.909090909090909,72.54545454545455,169.1818181818182,0.09090909090909091,26.09090909090909,47.45454545454545,0.5454545454545454,1.1818181818181819,0.6363636363636364,4.0,0.0,0.4120312115707651,0.7643529770709524,1.6968043789075329,0.3144088969003907,0.6930893426079253,0.05366476729589873,1.050893283447674
5,1,1,0.0,,,640,177,332,526,257,613,139,330,323,713,508,333,502,133,125097,MIN,0.0,2.0,5.75,73.0,175.16666666666666,0.0,26.25,44.833333333333336,0.25,0.9166666666666666,0.6666666666666666,2.0833333333333335,0.0,0.34821698080934643,0.7222542228311323,1.4108612402243619,0.41083149935727326,0.6405852708115639,0.042853977825779765,1.2406314145264035
6,1,0,,,,601,172,310,531,258,536,127,376,344,711,537,275,487,144,113447,MIN,,,5.533333333333333,71.33333333333333,166.66666666666666,0.4666666666666667,20.6,32.6,0.2,0.0,0.0,0.0,0.0,0.2904505095252314,0.7224004680644845,1.2643051253396935,0.30768045107456043,0.5662548094591655,0.0,1.5569487952503496
7,1,0,,,,681,148,340,491,193,530,113,542,372,832,625,308,438,124,109522,MIN,,,5.181818181818182,72.0,170.0909090909091,0.0,28.363636363636363,37.27272727272727,0.2727272727272727,0.0,0.0,0.0,0.0,0.4045674483926769,0.7233626705171398,1.3796317542016316,0.3184057006882788,0.5254363972153006,0.0,1.8232230353516892
8,1,0,,,,674,163,397,596,238,561,95,461,318,800,565,279,529,147,121019,MIN,,,4.333333333333333,71.41666666666667,162.5,0.08333333333333333,25.666666666666668,41.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.3432401538757592,0.7599220289662334,1.7229990517834477,0.26348039215686275,0.6494468427873267,0.0,1.9370916819362105
9,1,0,,,,864,133,353,557,309,472,131,486,350,862,587,248,579,140,118463,MIN,,,4.133333333333334,71.8,170.26666666666668,0.26666666666666666,23.4,27.533333333333335,0.8,0.0,0.0,0.0,0.0,0.3929574141254482,0.7108930642617372,1.2613607189247604,0.27667165008720984,0.6827328588025932,0.0,1.8830348052245873
10,1,0,,,,766,242,325,509,301,513,128,510,317,848,589,250,543,140,128127,MIN,,,2.923076923076923,72.76923076923077,174.30769230769232,0.15384615384615385,25.846153846153847,53.46153846153846,0.3076923076923077,0.0,0.0,0.0,0.0,0.39586413692610584,0.7831680241513707,1.3703685762122293,0.39678567046988095,0.8988863690489078,0.0,1.6715120950982665
1,0,1,1.0,1.0,0.0,567,135,288,477,246,474,102,420,320,647,462,223,479,94,231962,NYL,4.0,3.0,4.769230769230769,72.23076923076923,179.3846153846154,0.0,21.846153846153847,30.46153846153846,0.5384615384615384,4.769230769230769,1.9230769230769231,5.846153846153846,0.15384615384615385,0.3786733465800473,0.7240165484338096,1.5018032897039373,0.32341536703388035,0.7896370679809546,0.18868688772082243,1.3023009848806955
2,0,1,1.0,0.0,,500,160,255,553,265,437,82,394,304,679,430,223,496,76,250565,NYL,3.0,3.0,5.0,71.6,169.13333333333333,0.0,19.666666666666668,28.066666666666666,0.4,3.7333333333333334,1.4,4.933333333333334,0.06666666666666667,0.48855886808514387,0.6688251324427307,1.4222886473429952,0.30020531400966183,0.692463768115942,0.0907186753816696,1.3081450520653126
3,0,1,1.0,1.0,0.0,567,145,260,496,261,458,100,434,312,649,410,228,478,88,234717,NYL,4.0,4.0,6.545454545454546,72.0909090909091,171.72727272727272,0.0,25.727272727272727,36.36363636363637,0.45454545454545453,5.454545454545454,1.2727272727272727,9.818181818181818,0.0,0.41307723427467286,0.6745673593584448,1.845991382974202,0.3593610164963601,0.9118691295847678,0.351542192521182,1.3409195899477266
4,0,0,,,,537,181,271,527,262,470,128,467,326,736,506,269,480,96,212346,NYL,,,6.666666666666667,71.66666666666667,169.91666666666666,0.0,26.083333333333332,41.666666666666664,0.4166666666666667,0.0,0.0,0.0,0.0,0.40735948434184427,0.8023299063789855,1.4622004553949886,0.335000807926799,0.7281243324202084,0.0,1.7846428803811583
5,0,1,1.0,0.0,,531,216,263,539,209,506,124,416,371,730,517,288,430,123,168062,NYL,2.0,3.0,6.75,72.08333333333333,168.83333333333334,0.16666666666666666,25.75,51.416666666666664,0.25,3.75,1.6666666666666667,8.833333333333334,0.08333333333333333,0.4046619820257542,0.7110626414528176,1.7913592363782118,0.46510150717930604,0.7608159030775253,0.13347740340886946,1.903727337014465
6,0,1,0.0,,,552,208,242,498,214,462,112,398,345,685,473,275,411,86,172381,NYL,0.0,2.0,5.866666666666666,71.93333333333334,167.4,0.06666666666666667,21.133333333333333,40.333333333333336,0.26666666666666666,0.4,0.26666666666666666,1.6666666666666667,0.06666666666666667,0.35697993489097973,0.8237523955597292,1.1297884305237247,0.2661283977460448,0.47558560720325427,0.04027169444387817,1.4639061175741455
7,0,0,,,,650,216,285,475,252,576,112,461,341,832,508,270,485,134,155048,NYL,,,5.428571428571429,72.21428571428571,160.5,0.14285714285714285,23.857142857142858,46.07142857142857,0.35714285714285715,0.0,0.0,0.0,0.0,0.32571106068517974,0.7742919989260462,1.1833457777050214,0.28032784831104157,0.6527036572204639,0.0,1.613394840139246
8,0,1,0.0,,,580,243,287,500,289,612,109,589,378,837,509,321,562,115,147866,NYL,1.0,2.0,4.285714285714286,72.35714285714286,173.21428571428572,0.21428571428571427,23.214285714285715,46.642857142857146,0.14285714285714285,1.3571428571428572,0.5714285714285714,3.9285714285714284,0.0,0.40905953912052245,0.7106896115277054,1.226153000385107,0.25281774151666936,0.7247958940629543,0.06767537937665057,1.6937806249418825
9,0,1,1.0,0.0,,653,259,327,551,290,547,117,485,352,823,496,285,559,109,153772,NYL,3.0,3.0,4.0,71.84615384615384,173.07692307692307,0.0,28.076923076923077,54.30769230769231,0.3076923076923077,3.3846153846153846,1.6153846153846154,8.923076923076923,0.0,0.4137933133952521,0.7571425433956389,1.6065187193023678,0.37264439233571606,0.8224000813734504,0.14706720952439933,2.1572138220402004
10,0,0,,,,582,254,280,526,276,543,121,554,333,869,482,269,548,124,166604,NYL,,,3.5454545454545454,72.72727272727273,179.1818181818182,0.0,32.09090909090909,64.54545454545455,0.2727272727272727,0.0,0.0,0.0,0.0,0.41123002010617155,0.7886644923182771,1.4507103116728786,0.344982242208178,0.7713751823043267,0.0,2.28720462543992
1,0,1,0.0,,,546,145,319,473,255,486,130,450,348,669,536,264,500,108,117810,ORL,1.0,2.0,4.538461538461538,71.15384615384616,166.76923076923077,0.0,23.46153846153846,32.61538461538461,0.38461538461538464,1.6923076923076923,1.0769230769230769,3.0,0.0,0.4129220302052155,0.734091977384122,1.364224429416737,0.3534115243730628,0.7455966469428007,0.04729347693161853,1.0574807151041918
2,0,0,,,,587,174,356,452,320,532,125,438,316,659,534,298,546,114,118874,ORL,,,5.916666666666667,72.16666666666667,174.58333333333334,0.0,25.833333333333332,44.333333333333336,0.25,0.0,0.0,0.0,0.0,0.3822823436631093,0.7023376988651978,1.3046654326066092,0.375249597216509,0.9328504216371863,0.0,1.0263333266342285
3,0,0,,,,646,145,320,446,295,456,113,422,362,684,519,251,541,108,113837,ORL,,,6.071428571428571,72.5,173.64285714285714,0.21428571428571427,22.357142857142858,32.92857142857143,0.35714285714285715,0.0,0.0,0.0,0.0,0.3901515987181499,0.7611022402373996,1.187648020083365,0.33134134589918796,0.8560827786877565,0.0,1.3357428585301747
1,1,1,0.0,,,661,124,275,465,285,429,91,416,334,635,486,224,531,91,161075,PHO,0.0,2.0,3.4285714285714284,72.21428571428571,165.5,0.0,21.714285714285715,28.142857142857142,0.35714285714285715,0.8571428571428571,0.7142857142857143,2.857142857142857,0.0,0.378333146054924,0.743297716263405,1.438630089132427,0.27589701203061867,0.8264245214214717,0.06487927408056685,1.9713019096821889
2,1,0,,,,587,101,300,514,292,519,138,391,333,698,524,283,517,127,136979,PHO,,,3.5555555555555554,71.5,159.66666666666666,0.05555555555555555,18.5,17.38888888888889,0.3333333333333333,0.0,0.0,0.0,0.0,0.2883235802530255,0.7787554374843412,1.4573401589655761,0.3068137142386308,0.7187499448240549,0.0,1.5718317299132167
3,1,0,,,,538,100,292,427,267,501,94,388,309,692,532,268,491,127,139798,PHO,,,4.2,73.06666666666666,165.26666666666668,0.13333333333333333,21.733333333333334,21.866666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.39885840293106173,0.7444964163463514,1.0383804713199292,0.3041896358364334,0.6611358609833364,0.0,1.4361969198237987
4,1,0,,,,556,116,357,461,310,479,111,371,303,811,509,275,610,146,144511,PHO,,,5.190476190476191,71.57142857142857,160.52380952380952,0.14285714285714285,16.761904761904763,16.61904761904762,0.38095238095238093,0.0,0.0,0.0,0.0,0.3283379793660245,0.6959823319640502,0.9096002595615599,0.2535203315776071,0.584817882495901,0.0,1.197451159279953
5,1,0,,,,598,192,264,501,282,464,137,348,309,711,456,226,536,137,136295,PHO,,,5.857142857142857,73.35714285714286,172.0,0.35714285714285715,24.428571428571427,37.07142857142857,0.9285714285714286,0.0,0.0,0.0,0.0,0.40818408673504564,0.7223433679375173,1.1915058237654932,0.3580166081059562,0.7149794202032096,0.0,1.3410883687627966
6,1,0,,,,693,178,342,549,243,517,179,332,319,705,470,265,483,112,124146,PHO,,,5.6,73.06666666666666,170.86666666666667,0.2,21.333333333333332,35.93333333333333,0.8,0.0,0.0,0.0,0.0,0.40066427786966496,0.7398869765536173,1.4331138018193461,0.5809404748082908,0.6857315399397887,0.0,1.812752960772441
7,1,0,,,,684,265,334,640,275,442,127,618,408,875,578,231,537,126,126801,PHO,,,5.6875,71.875,160.375,0.125,20.875,45.125,0.5625,0.0,0.0,0.0,0.0,0.3815346829625726,0.7235439502578295,1.5493059374756815,0.3794107079537582,0.7814363549942233,0.0,2.207493403387936
8,1,1,1.0,1.0,1.0,754,283,279,683,285,486,159,762,445,945,628,244,595,109,131524,PHO,7.0,2.0,6.769230769230769,72.15384615384616,166.0,0.0,24.615384615384617,61.69230769230769,0.38461538461538464,8.0,3.3076923076923075,19.76923076923077,0.07692307692307693,0.39647566874345114,0.733481358110799,2.1150763455668167,0.5106223120923846,0.9106686266048117,0.1771951884170592,1.6070746220192176
9,1,0,,,,773,230,375,560,232,489,156,695,440,858,650,234,500,129,144867,PHO,,,5.214285714285714,72.14285714285714,168.14285714285714,0.0,23.642857142857142,50.07142857142857,0.7857142857142857,0.0,0.0,0.0,0.0,0.4117022998459373,0.7697286775862372,1.376216726945651,0.4637968032040402,0.6150526454959795,0.0,1.6987276547940542
10,1,1,1.0,1.0,1.0,752,257,284,625,225,500,181,608,421,864,607,260,460,143,144884,PHO,7.0,4.0,5.0,71.84615384615384,163.3846153846154,0.0,27.53846153846154,66.07692307692308,0.46153846153846156,8.153846153846153,4.230769230769231,24.307692307692307,0.3076923076923077,0.457215574660638,0.8696739577572383,2.5139977037510244,0.7063869084741949,0.863927975882435,0.298436040995999,1.4615222113896844
1,1,0,,,,697,145,309,480,265,593,93,447,307,646,487,277,531,130,133076,POR,,,4.666666666666667,72.16666666666667,167.41666666666666,0.0,27.75,36.083333333333336,0.9166666666666666,0.0,0.0,0.0,0.0,0.3891879233578228,0.6572097905771966,1.3021369367639528,0.2576575362361652,0.7336327371105597,0.0,1.3447520622269258
2,1,0,,,,612,172,300,451,244,500,106,410,343,763,501,293,474,144,137656,POR,,,4.769230769230769,71.61538461538461,169.3846153846154,0.0,25.615384615384617,39.92307692307692,0.23076923076923078,0.0,0.0,0.0,0.0,0.4192749691966086,0.6631036411795708,1.1812558883109914,0.2867438830723705,0.6446232928343997,0.0,1.875090865343652
3,1,0,,,,564,127,307,492,239,493,120,348,334,678,486,272,508,139,128656,POR,,,4.538461538461538,71.6923076923077,170.23076923076923,0.0,25.46153846153846,30.076923076923077,0.0,0.0,0.0,0.0,0.0,0.38625857134456987,0.7214599989416727,1.2861132217169369,0.30880062115830614,0.6269474497459366,0.0,1.7422933880330347
1,1,1,0.0,,,650,142,388,567,332,458,157,418,320,631,503,226,524,116,126841,SAC,0.0,2.0,5.416666666666667,71.16666666666667,162.25,0.0,25.5,38.25,0.4166666666666667,1.5833333333333333,0.3333333333333333,2.6666666666666665,0.08333333333333333,0.39990348955363153,0.6616843121682435,1.6931484244523036,0.4540851569407604,0.9652036361626878,0.06275054675558345,1.215942036334434
2,1,1,1.0,0.0,,618,163,374,558,276,494,158,400,343,662,496,261,481,143,133603,SAC,3.0,2.0,5.384615384615385,71.76923076923077,162.92307692307693,0.0,23.53846153846154,32.53846153846154,0.38461538461538464,3.769230769230769,1.5384615384615385,6.153846153846154,0.0,0.45412124978042373,0.7828014455370073,1.8022858657238041,0.5221888209966752,0.8236946550410786,0.1908495060065541,1.3118906609110852
3,1,0,,,,653,112,301,500,247,456,109,453,352,723,493,233,496,128,144179,SAC,,,5.642857142857143,72.64285714285714,165.85714285714286,0.0,21.071428571428573,28.214285714285715,0.5714285714285714,0.0,0.0,0.0,0.0,0.3826483367291236,0.6369317155892481,1.3798145562572854,0.286982836612906,0.7214595512117891,0.0,1.1664074322062072
4,1,1,1.0,0.0,,626,150,349,568,297,461,122,467,345,751,516,224,576,141,155578,SAC,3.0,3.0,7.454545454545454,72.63636363636364,164.36363636363637,0.0,31.181818181818183,43.0,0.6363636363636364,4.636363636363637,1.7272727272727273,6.818181818181818,0.0,0.3933118097349651,0.6417076532874079,1.7874549692731512,0.3891854580357253,0.8937181356967453,0.13678306256497713,1.477983082417842
5,1,1,1.0,0.0,,604,129,389,519,314,485,118,458,310,676,513,241,593,117,147544,SAC,3.0,3.0,6.916666666666667,72.5,165.58333333333334,0.0,29.75,30.416666666666668,0.25,5.083333333333333,2.75,6.0,0.0,0.4071062353541666,0.667375299806442,1.5748058314234783,0.37608012902130544,0.9525920974450387,0.13200136939261256,1.8070670011805
6,1,1,1.0,1.0,1.0,721,129,369,527,304,500,108,376,273,694,463,235,622,132,145213,SAC,7.0,1.0,6.5,72.5,163.91666666666666,0.0,26.75,30.0,0.08333333333333333,5.666666666666667,1.25,6.666666666666667,0.08333333333333333,0.38657445817224984,0.7254266841576941,1.836268320459497,0.3197217270746682,0.9341317587641117,0.21048587531833782,2.2615909639614644
7,1,1,1.0,1.0,0.0,741,157,418,509,330,542,88,507,294,725,507,244,633,143,147739,SAC,6.0,3.0,6.8,72.9,166.6,0.0,29.6,37.4,0.2,9.2,1.9,11.6,0.0,0.4088566042788518,0.7182278301887286,1.8492347991089844,0.2786445012787723,1.017395429420015,0.2601594367241834,2.062966098425932
8,1,1,0.0,,,745,153,452,537,325,611,101,547,308,718,542,274,649,141,142575,SAC,1.0,2.0,6.75,73.0,166.83333333333334,0.0,26.083333333333332,33.083333333333336,0.4166666666666667,2.6666666666666665,1.0,2.6666666666666665,0.0,0.40145901058502625,0.786282061590241,1.4840915722349546,0.30842484721161184,0.852129620787709,0.08811679410218734,2.4773505001653717
9,1,1,0.0,,,816,168,388,473,319,586,77,542,308,767,581,267,624,206,139066,SAC,1.0,2.0,5.153846153846154,72.53846153846153,165.46153846153845,0.0,25.307692307692307,31.384615384615383,0.23076923076923078,1.8461538461538463,0.3076923076923077,2.5384615384615383,0.07692307692307693,0.40866883921648933,0.7149006642380038,1.35259039602931,0.2064264355553948,0.8899079992405784,0.2010339437734824,2.0037996285470263
10,1,0,,,,744,132,391,540,289,584,98,604,326,702,627,262,576,147,131654,SAC,,,5.153846153846154,72.61538461538461,172.15384615384616,0.23076923076923078,23.923076923076923,28.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.4318997968446891,0.7961148733927845,1.4308393396884445,0.23117706012846673,0.7520933844974765,0.0,2.206784458635096
4,1,0,,,,736,93,350,428,187,513,167,482,389,783,530,275,424,140,176526,SAS,,,5.2727272727272725,66.0,173.54545454545453,0.0,31.272727272727273,28.636363636363637,0.7272727272727273,0.0,0.0,0.0,0.0,0.3566437423256179,0.7348921814840093,1.1815417884022037,0.4580322797920486,0.5167511839251978,0.0,1.9538220280222902
5,1,0,,,,628,79,302,493,272,513,106,469,324,710,575,280,492,129,142717,SAS,,,5.0,68.13333333333334,169.4,0.2,22.933333333333334,16.466666666666665,0.3333333333333333,0.0,0.0,0.0,0.0,0.4270951571075396,0.699791959883847,1.2122595554359,0.2493991763455391,0.7261535299638326,0.0,1.738598126797967
6,1,0,,,,652,110,256,433,195,535,90,408,351,704,563,283,429,148,135054,SAS,,,6.416666666666667,71.91666666666667,164.41666666666666,0.0,25.25,28.25,0.5833333333333334,0.0,0.0,0.0,0.0,0.38364815798137997,0.7330481404461324,1.333994848343912,0.1285263071316202,0.6005597141219202,0.0,1.492297093659395
7,1,0,,,,672,189,354,540,246,488,83,459,372,865,560,254,480,129,125749,SAS,,,6.0,72.0,162.9,0.0,26.9,42.9,0.1,0.0,0.0,0.0,0.0,0.39297617361109516,0.7586054632715664,1.6464842790724716,0.18932771907389956,0.7439316117308369,0.0,2.4438547932458414
8,1,1,1.0,0.0,,577,207,323,567,283,558,130,454,361,776,516,257,583,137,128680,SAS,2.0,3.0,6.8,72.0,169.3,0.0,27.0,35.1,0.1,5.5,2.4,8.7,0.1,0.40491623539890115,0.7507356668667078,1.98679459926263,0.49613013584880594,0.8821738576853665,0.17278724113728244,1.9407638798384141
9,1,1,1.0,1.0,0.0,694,183,246,601,272,525,150,483,389,817,500,278,528,109,135722,SAS,4.0,5.0,5.666666666666667,71.41666666666667,162.8181818181818,0.0,23.5,39.5,0.25,4.416666666666667,2.3333333333333335,8.833333333333334,0.0,0.32237587017516306,0.7847462467108604,1.7626944124423964,0.42232542882744495,0.9109674655541591,0.18616496008398192,1.2970570135703172
10,1,1,0.0,,,626,256,281,598,257,509,116,499,364,824,529,268,502,120,127957,SAS,1.0,2.0,7.111111111111111,70.77777777777777,166.33333333333334,0.0,30.0,74.66666666666667,0.5555555555555556,2.888888888888889,0.6666666666666666,5.0,0.0,0.41722932092436427,0.7813497058691307,2.1962963031809952,0.3823237004827661,0.9098816181510188,0.09673242180980128,2.147138770143089
1,1,0,,,,561,109,256,390,255,525,93,334,288,721,506,284,529,123,142594,SEA,,,3.5,72.21428571428571,161.64285714285714,0.21428571428571427,23.285714285714285,26.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.34895827550988284,0.6867529298005682,1.1166610622089321,0.253015370827778,0.7157481595898764,0.0,1.0285198184124655
2,1,0,,,,606,128,306,412,273,431,127,325,296,756,492,228,519,127,95257,SEA,,,4.461538461538462,73.15384615384616,167.15384615384616,0.0,25.076923076923077,31.692307692307693,0.46153846153846156,0.0,0.0,0.0,0.0,0.3639316058059104,0.6928813334057842,1.1599297487560087,0.3429443468899702,0.7408468097625923,0.0,1.1448382217577195
3,1,1,0.0,,,543,182,362,514,282,477,151,342,307,662,488,254,531,125,111774,SEA,0.0,2.0,4.8,71.86666666666666,164.6,0.4,20.866666666666667,33.733333333333334,0.3333333333333333,1.0,0.5333333333333333,2.466666666666667,0.0,0.3757785830860316,0.7320940250130354,1.4879837169192744,0.41101794840399325,0.8386032852461767,0.043780711078743845,1.4111222720843997
4,1,0,,,,567,166,342,548,232,465,138,437,352,689,456,245,459,104,120857,SEA,,,5.428571428571429,72.07142857142857,166.64285714285714,0.14285714285714285,24.5,35.714285714285715,0.5714285714285714,0.0,0.0,0.0,0.0,0.38958131763539544,0.7581716221355456,1.2677137835420906,0.342535189377152,0.6043596955725921,0.0,1.4998948731712656
5,1,1,1.0,1.0,1.0,676,167,350,552,302,499,131,391,303,679,507,252,527,137,134291,SEA,6.0,2.0,6.75,72.41666666666667,167.83333333333334,0.0,27.166666666666668,36.583333333333336,0.6666666666666666,7.083333333333333,2.5833333333333335,7.583333333333333,0.0,0.4120179912846167,0.7478088035675682,1.7776475874053925,0.43981202591303964,0.9642518693306245,0.22854753915319537,1.10812336790379
6,1,1,0.0,,,688,142,323,520,201,516,158,419,334,686,568,267,438,154,151150,SEA,1.0,2.0,5.846153846153846,73.15384615384616,168.76923076923077,0.0,25.923076923076923,33.0,0.7692307692307693,1.3076923076923077,0.5384615384615384,3.6923076923076925,0.0,0.4268494250402888,0.7633604202502096,1.41502533977179,0.39465453410686674,0.5754232920561522,0.05501087902191293,1.0202959153513251
7,1,1,0.0,,,712,160,327,514,232,570,127,484,322,709,520,297,485,115,145664,SEA,1.0,2.0,6.285714285714286,72.85714285714286,170.85714285714286,0.14285714285714285,23.857142857142858,33.92857142857143,0.35714285714285715,1.5,1.1428571428571428,4.571428571428571,0.07142857142857142,0.3657309321715036,0.7106937272636352,1.308420433052786,0.3913569137833844,0.6359848960951903,0.05681382514742149,1.2402473242015617
8,1,1,0.0,,,715,224,344,533,242,533,151,528,333,761,591,272,495,112,135553,SEA,0.0,2.0,6.533333333333333,73.2,172.13333333333333,0.06666666666666667,24.8,50.733333333333334,0.13333333333333333,1.8,0.9333333333333333,4.2,0.06666666666666667,0.3862603296846352,0.767020294582096,1.3263307682597087,0.5069062563958854,0.6406221476691933,0.05110967475737786,1.164006303974709
9,1,1,0.0,,,728,143,340,530,269,526,140,539,332,760,498,263,515,115,140503,SEA,1.0,2.0,5.5,73.28571428571429,170.07142857142858,0.14285714285714285,25.071428571428573,32.357142857142854,0.2857142857142857,1.8571428571428572,0.5714285714285714,2.7857142857142856,0.0,0.3526018609369547,0.7189612172821463,1.3448992691903017,0.38793265777499075,0.7629387665780503,0.0831337775470571,1.5840499452560763
10,1,1,0.0,,,707,171,316,536,276,555,150,585,332,746,517,275,555,131,133858,SEA,1.0,2.0,5.615384615384615,72.46153846153847,176.0,0.0,23.615384615384617,37.38461538461539,0.7692307692307693,1.4615384615384615,1.1538461538461537,3.8461538461538463,0.15384615384615385,0.3516707724515647,0.717120876844174,1.641768018569763,0.48725219065224173,1.1579821540183166,0.10587754059955584,1.7889331111753297
1,1,0,,,,790,88,348,522,214,544,157,448,313,598,503,301,437,112,103442,UTA,,,4.5,68.0,168.57142857142858,0.14285714285714285,21.571428571428573,18.714285714285715,0.42857142857142855,0.0,0.0,0.0,0.0,0.3913279210868878,0.8023069048057021,1.6017014032919603,0.3826106287730315,0.6495521296405214,0.0,1.6009773887202223
2,1,1,0.0,,,675,78,295,524,202,493,156,429,344,630,478,275,390,148,110507,UTA,0.0,2.0,4.666666666666667,66.41666666666667,168.33333333333334,0.0,24.333333333333332,20.333333333333332,0.5833333333333334,1.5,1.0833333333333333,1.5833333333333333,0.16666666666666666,0.3534429984620726,0.677326747178885,1.5572987933955382,0.4559338046613058,0.6114024058595119,0.17757335328823085,1.600091655994585
3,1,1,1.0,,,844,89,347,478,228,522,178,377,361,645,489,260,444,149,118720,UTA,2.0,3.0,4.6923076923076925,66.6923076923077,170.92307692307693,0.23076923076923078,24.615384615384617,19.0,0.5384615384615384,3.5384615384615383,2.3846153846153846,3.769230769230769,0.07692307692307693,0.4182529917910239,0.7343949271057444,1.501596902201741,0.5530731812989879,0.7409488361101264,0.11803804977997608,1.7522139146794526
1,0,1,0.0,,,578,109,300,521,245,506,126,397,299,612,513,261,456,102,244134,WAS,0.0,2.0,4.076923076923077,72.46153846153847,169.46153846153845,0.0,23.0,25.76923076923077,0.23076923076923078,1.0769230769230769,0.46153846153846156,1.6923076923076923,0.0,0.3760497493199378,0.7373495568547696,1.5032288638175582,0.339909356736024,0.6865763307873853,0.05065819300217285,2.266548529437841
2,0,0,,,,504,117,356,424,257,495,127,408,331,737,487,261,454,103,246667,WAS,,,4.642857142857143,72.28571428571429,166.35714285714286,0.0,22.857142857142858,29.857142857142858,0.21428571428571427,0.0,0.0,0.0,0.0,0.3320779344872865,0.6010293369013127,1.0396717914084432,0.3084065297420414,0.6164667421473595,0.0,2.202167354891148
3,0,1,1.0,,,478,164,330,516,221,455,94,446,309,680,442,237,441,101,259237,WAS,3.0,2.0,5.571428571428571,72.0,166.85714285714286,0.14285714285714285,22.714285714285715,31.642857142857142,0.21428571428571427,3.142857142857143,1.0,5.142857142857143,0.0,0.3699523787745048,0.6471566707652818,1.5945196000236324,0.2635190929142542,0.6799888485170743,0.1481225024932946,2.5209331671913966
4,0,0,,,,507,157,382,568,213,462,99,482,334,781,591,251,468,119,238710,WAS,,,5.428571428571429,71.21428571428571,158.78571428571428,0.14285714285714285,24.357142857142858,36.07142857142857,0.35714285714285715,0.0,0.0,0.0,0.0,0.3666440258549556,0.737632138605967,1.321960692691243,0.22639615637718105,0.5698464372088661,0.0,2.5360738077452236
5,0,1,0.0,,,661,105,337,467,255,424,128,425,336,770,534,237,492,111,214448,WAS,1.0,2.0,6.833333333333333,72.16666666666667,161.25,0.0,26.333333333333332,23.583333333333332,0.08333333333333333,2.8333333333333335,1.25,1.9166666666666667,0.0,0.38291459842004166,0.7070625081988718,1.4507740095442827,0.4234595915165474,0.7649266382055586,0.08002282950278632,1.9919310823787642
6,0,0,,,,546,181,266,517,260,435,76,433,267,757,545,205,504,108,171501,WAS,,,6.923076923076923,71.0,158.3846153846154,0.07692307692307693,24.23076923076923,39.23076923076923,0.5384615384615384,0.0,0.0,0.0,0.0,0.38911209173210476,0.7020323282244741,1.2850221673751085,0.18234684705272938,0.7254974328503739,0.0,1.711738471816811
7,0,1,0.0,,,715,187,330,576,306,541,113,553,321,720,583,252,573,89,133255,WAS,0.0,2.0,6.5,71.83333333333333,169.66666666666666,0.0,28.083333333333332,43.5,1.25,2.5,0.25,2.6666666666666665,0.08333333333333333,0.4440042558335815,0.7511944632057589,1.6450831594560282,0.322670773298171,0.9053361113583299,0.031300654157198765,1.4923725746536887
8,0,0,,,,839,163,335,472,282,571,133,520,383,825,549,256,579,103,133255,WAS,,,5.8,72.6,173.26666666666668,0.2,23.533333333333335,35.2,0.6666666666666666,0.0,0.0,0.0,0.0,0.37204222521310365,0.8351892584613096,1.0846656407756976,0.3149435805602788,0.8117689408771002,0.0,1.6998598721581506
9,0,0,,,,659,163,362,483,241,637,93,528,306,787,542,314,530,146,154637,WAS,,,4.625,71.625,167.375,0.5625,22.8125,28.75,0.5,0.0,0.0,0.0,0.0,0.36672221494599566,0.5945221994881845,1.190281909675292,0.21004048035298034,0.5613743486905252,0.0,1.2198687805539394
10,0,1,0.0,,,827,139,388,453,314,607,118,478,322,789,524,315,576,156,192747,WAS,0.0,2.0,4.083333333333333,72.16666666666667,172.91666666666666,0.08333333333333333,27.333333333333332,35.5,0.5,2.0833333333333335,0.6666666666666666,2.6666666666666665,0.16666666666666666,0.3884029922538265,0.7270031072153648,1.282487726273305,0.3413667886509442,0.8913364180797768,0.05399439618052407,1.224838467352414
